College,Fraternity,Instagram Handle,State,Instagram URL,Followers
Stanford University,Alpha Phi Alpha,@alphaphialphasu,CA,instagram.com/alphaphialphasu,
Stanford University,Delta Tau Delta,@deltssu,CA,instagram.com/deltssu,
Stanford University,Delta Kappa Epsilon,@dkesu,CA,instagram.com/dkesu,
Stanford University,Gamma Zeta Alpha,@gzasu,CA,instagram.com/gzasu,
Stanford University,Kappa Sigma,@kappasigsu,CA,instagram.com/kappasigsu,
Stanford University,Kappa Alpha Order,@kasu,CA,instagram.com/kasu,
Stanford University,Lambda Phi Epsilon,@lambdaphiepsilonsu,CA,instagram.com/lambdaphiepsilonsu,
Stanford University,Omega Psi Phi,@omegapsiphisu,CA,instagram.com/omegapsiphisu,
Stanford University,Phi Beta Sigma,@phibetasigmasu,CA,instagram.com/phibetasigmasu,
Stanford University,Phi Kappa Psi,@phipsisu,CA,instagram.com/phipsisu,
Stanford University,Sigma Alpha Epsilon,@saesu,CA,instagram.com/saesu,
Stanford University,Sigma Phi Epsilon,@sigepsu,CA,instagram.com/sigepsu,
Stanford University,Sigma Nu,@sigmanusu,CA,instagram.com/sigmanusu,
Stanford University,Theta Delta Chi,@tdxsu,CA,instagram.com/tdxsu,
State University of New York at Albany,Theta Chi,@thetachialbany,NY,instagram.com/thetachialbany,
State University of New York at Albany,Sigma Alpha Epsilon,,NY,,
State University of New York at Albany,Tau Kappa Epsilon,,NY,,
State University of New York at Albany,Kappa Sigma,,NY,,
State University of New York at Albany,Zeta Beta Tau,,NY,,
State University of New York at Albany,Theta Delta Chi,,NY,,
State University of New York at Albany,Alpha Phi Delta,,NY,,
State University of New York at Albany,Alpha Chi Rho,,NY,,
State University of New York at Albany,Lambda Sigma Upsilon,,NY,,
State University of New York at Albany,Sigma Alpha Mu,,NY,,
State University of New York at Albany,Alpha Epsilon Pi,,NY,,
State University of New York at Albany,Lambda Theta Phi,,NY,,
State University of New York at Albany,Lambda Upsilon Lambda,,NY,,
State University of New York at Albany,Alpha Phi Alpha,,NY,,
State University of New York at Albany,Chi Phi,,NY,,
State University of New York at Albany,Iota Phi Theta,,NY,,
State University of New York at Albany,Kappa Alpha Psi,,NY,,
State University of New York at Albany,Phi Beta Sigma,,NY,,
State University of New York at Albany,Pi Delta Psi,,NY,,
State University of New York at Fredonia,Delta Chi,@fredonia_dchi,NY,instagram.com/fredonia_dchi,
State University of New York at Fredonia,Sigma Phi Epsilon,@sigep_fredonia,NY,instagram.com/sigep_fredonia,
State University of New York at Fredonia,Kappa Sigma,,NY,,
State University of New York at Fredonia,Alpha Psi Lambda,,NY,,
State University of New York at Fredonia,Tau Kappa Epsilon,,NY,,
State University of New York at Geneseo,Kappa Sigma,@kappasiggeneseo,NY,instagram.com/kappasiggeneseo,
State University of New York at Geneseo,Sigma Alpha Mu,@sammysgeneseo,NY,instagram.com/sammysgeneseo,
State University of New York at Geneseo,Alpha Chi Rho,,NY,,
State University of New York at Geneseo,Phi Lambda Chi,,NY,,
State University of New York at Geneseo,Phi Kappa Pi,,NY,,
State University of New York at Geneseo,Pi Kappa Phi,,NY,,
State University of New York at New Paltz,Lambda Sigma Upsilon,,NY,,
State University of New York at New Paltz,Phi Iota Alpha,,NY,,
State University of New York at New Paltz,Kappa Delta Phi,,NY,,
State University of New York at New Paltz,Tau Kappa Epsilon,,NY,,
State University of New York at New Paltz,Alpha Epsilon Pi,,NY,,
State University of New York at New Paltz,Alpha Phi Alpha,,NY,,
State University of New York at New Paltz,Kappa Alpha Psi,,NY,,
State University of New York at Old Westbury,Alpha Phi Alpha,,NY,,
State University of New York at Old Westbury,Delta Epsilon Psi,,NY,,
State University of New York at Old Westbury,Kappa Alpha Psi,,NY,,
State University of New York at Old Westbury,Lambda Sigma Upsilon,,NY,,
State University of New York at Old Westbury,Lambda Upsilon Lambda,,NY,,
State University of New York at Old Westbury,Tau Kappa Epsilon,,NY,,
State University of New York at Oneonta,Chi Phi,,NY,,
State University of New York at Oneonta,Alpha Phi Delta,,NY,,
State University of New York at Oneonta,Zeta Beta Tau,,NY,,
State University of New York at Oneonta,Phi Kappa Psi,,NY,,
State University of New York at Oneonta,Alpha Epsilon Pi,,NY,,
State University of New York at Oneonta,Kappa Sigma,,NY,,
State University of New York at Oneonta,Alpha Sigma Phi,,NY,,
State University of New York at Oneonta,Lambda Alpha Upsilon,,NY,,
State University of New York at Oneonta,Lambda Sigma Upsilon,,NY,,
State University of New York at Oneonta,Phi Beta Sigma,,NY,,
State University of New York at Oneonta,Sigma Alpha Mu,,NY,,
State University of New York at Oneonta,Sigma Nu,,NY,,
State University of New York at Oneonta,Tau Kappa Epsilon,,NY,,
State University of New York at Oswego,Tau Kappa Epsilon,@tkeoswegostate,NY,instagram.com/tkeoswegostate,
State University of New York at Oswego,Phi Iota Alpha,,NY,,
State University of New York at Oswego,Sigma Alpha Epsilon,,NY,,
State University of New York at Oswego,Delta Sigma Phi,,NY,,
State University of New York at Oswego,Zeta Beta Tau,,NY,,
State University of New York at Oswego,Phi Beta Sigma,,NY,,
State University of New York at Oswego,Phi Kappa Tau,,NY,,
State University of New York at Oswego,Alpha Phi Alpha,,NY,,
State University of New York at Plattsburg,Chi Phi,@chiphiplattsburgh,NY,instagram.com/chiphiplattsburgh,
State University of New York at Plattsburg,Pi Kappa Phi,@pikapp_plattsburgh,NY,instagram.com/pikapp_plattsburgh,
State University of New York at Plattsburg,Delta Sigma Phi,,NY,,
State University of New York at Plattsburg,Sigma Tau Gamma,,NY,,
State University of New York at Plattsburg,Alpha Sigma Phi,,NY,,
State University of New York at Plattsburg,Zeta Beta Tau,,NY,,
State University of New York at Plattsburg,Tau Kappa Epsilon,,NY,,
State University of New York at Plattsburg,Phi Mu Delta,,NY,,
State University of New York at Plattsburg,Alpha Chi Rho,,NY,,
State University of New York at Plattsburg,Alpha Phi Alpha,,NY,,
State University of New York at Plattsburg,Phi Iota Alpha,,NY,,
State University of New York at Potsdam,Phi Kappa Sigma,,NY,,
State University of New York College at Cortland,Kappa Sigma,@kappasigrhoiota,NY,instagram.com/kappasigrhoiota,
State University of New York College at Cortland,Theta Chi,@thetachicortland,NY,instagram.com/thetachicortland,
State University of New York College at Cortland,Delta Chi,,NY,,
State University of New York College at Cortland,Pi Kappa Phi,,NY,,
State University of New York in Brockport,Pi Kappa Phi,@bport_pikapps,NY,instagram.com/bport_pikapps,
State University of New York in Brockport,Alpha Phi Alpha,,NY,,
State University of New York in Brockport,Kappa Alpha Psi,,NY,,
Stephen F. Austin State University,Sigma Chi,https://www.instagram.com/phisigmachi/,TX,https://www.instagram.com/phisigmachi/,
Stephen F. Austin State University,Alpha Gamma Rho,@agrsfasu,TX,instagram.com/agrsfasu,
Stephen F. Austin State University,Alpha Phi Alpha,@alphaphialphasfasu,TX,instagram.com/alphaphialphasfasu,
Stephen F. Austin State University,Alpha Tau Omega,@atosfasu,TX,instagram.com/atosfasu,
Stephen F. Austin State University,Delta Chi,@deltachisfasu,TX,instagram.com/deltachisfasu,
Stephen F. Austin State University,Delta Sigma Phi,@deltasigsfasu,TX,instagram.com/deltasigsfasu,
Stephen F. Austin State University,Delta Tau Delta,@deltssfasu,TX,instagram.com/deltssfasu,
Stephen F. Austin State University,Iota Phi Theta,@iotasfasu,TX,instagram.com/iotasfasu,
Stephen F. Austin State University,Kappa Alpha Psi,@kappaalphapsisfasu,TX,instagram.com/kappaalphapsisfasu,
Stephen F. Austin State University,Kappa Sigma,@kappasigsfasu,TX,instagram.com/kappasigsfasu,
Stephen F. Austin State University,Kappa Alpha Order,@kasfasu,TX,instagram.com/kasfasu,
Stephen F. Austin State University,Omega Psi Phi,@omegapsiphisfasu,TX,instagram.com/omegapsiphisfasu,
Stephen F. Austin State University,Phi Beta Sigma,@phibetasigmasfasu,TX,instagram.com/phibetasigmasfasu,
Stephen F. Austin State University,Phi Delta Theta,@phideltsfasu,TX,instagram.com/phideltsfasu,
Stephen F. Austin State University,Phi Gamma Delta - FIJI,@phigammadeltafijisfasu,TX,instagram.com/phigammadeltafijisfasu,
Stephen F. Austin State University,Phi Kappa Psi,@phipsisfasu,TX,instagram.com/phipsisfasu,
Stephen F. Austin State University,Pi Kappa Phi,@pikappsfasu,TX,instagram.com/pikappsfasu,
Stephen F. Austin State University,Pi Kappa Alpha,@pikesfasu,TX,instagram.com/pikesfasu,
Stephen F. Austin State University,Sigma Alpha Epsilon,@saesfasu,TX,instagram.com/saesfasu,
Stephen F. Austin State University,Sigma Alpha Mu,@sammiessfasu,TX,instagram.com/sammiessfasu,
Stephen F. Austin State University,Sigma Lambda Beta,@sigmalbetasfasu,TX,instagram.com/sigmalbetasfasu,
Stephen F. Austin State University,Sigma Nu,@sigmanusfasu,TX,instagram.com/sigmanusfasu,
Stephen F. Austin State University,Sigma Tau Gamma,@sigtausfasu,TX,instagram.com/sigtausfasu,
Stephen F. Austin State University,Theta Chi,@thetachisfasu,TX,instagram.com/thetachisfasu,
Stephen F. Austin State University,Tau Kappa Epsilon,@tkesfasu,TX,instagram.com/tkesfasu,
Stetson University,Delta Sigma Phi,@deltasigsu,FL,instagram.com/deltasigsu,
Stetson University,Phi Sigma Kappa,@phisigsu,FL,instagram.com/phisigsu,
Stetson University,Pi Kappa Phi,@pikappsu,FL,instagram.com/pikappsu,
Stetson University,Pi Kappa Alpha,@pikesu,FL,instagram.com/pikesu,
Stetson University,Sigma Phi Epsilon,@sigepsu,FL,instagram.com/sigepsu,
Stetson University,Sigma Nu,@sigmanusu,FL,instagram.com/sigmanusu,
Stetson University,Alpha Tau Omega,@stetsonu_ato,FL,instagram.com/stetsonu_ato,
Stetson University,Lambda Chi Alpha,@sulambdachi,FL,instagram.com/sulambdachi,
Stevens Institute of Technology,Alpha Sigma Phi,@alphasigstevens,NJ,instagram.com/alphasigstevens,
Stevens Institute of Technology,Beta Theta Pi,@beta_stevens,NJ,instagram.com/beta_stevens,
Stevens Institute of Technology,Chi Phi,@chiphi_mu,NJ,instagram.com/chiphi_mu,
Stevens Institute of Technology,Sigma Nu,@gdsigmanu,NJ,instagram.com/gdsigmanu,
Stevens Institute of Technology,Sigma Phi Epsilon,@sigepnja,NJ,instagram.com/sigepnja,
Stevens Institute of Technology,Lambda Theta Phi,@stevens_lambdas,NJ,instagram.com/stevens_lambdas,
Stevens Institute of Technology,Chi Psi,@stevenslodge,NJ,instagram.com/stevenslodge,
Stevens Institute of Technology,Theta Xi,@tx_stevens,NJ,instagram.com/tx_stevens,
Stevens Institute of Technology,Phi Sigma Kappa,,NJ,,
Stevens Institute of Technology,Kappa Sigma,,NJ,,
Stevens Institute of Technology,Lambda Upsilon Lambda,,NJ,,
Stevens Institute of Technology,Delta Tau Delta,,NJ,,
Stevens Institute of Technology,Sigma Beta Rho,,NJ,,
Stillman College,Alpha Phi Alpha,,AL,,
Stillman College,Iota Phi Theta,,AL,,
Stillman College,Kappa Kappa Psi,,AL,,
Stillman College,Omega Psi Phi,,AL,,
Stillman College,Phi Beta Sigma,,AL,,
Stockton University,Phi Delta Theta,@phideltstockton,NJ,instagram.com/phideltstockton,
Stockton University,Sigma Beta Rho,@sigrho_stockton,NJ,instagram.com/sigrho_stockton,
Stockton University,Iota Phi Theta,@stockton_iotas,NJ,instagram.com/stockton_iotas,
Stockton University,Sigma Alpha Epsilon,@stockton_sae,NJ,instagram.com/stockton_sae,
Stockton University,Lambda Sigma Upsilon,@stockton_upsilons,NJ,instagram.com/stockton_upsilons,
Stockton University,Sigma Pi,@stocktonsigmapi,NJ,instagram.com/stocktonsigmapi,
Stockton University,Kappa Alpha Psi,@xigamma_nupes,NJ,instagram.com/xigamma_nupes,
Stockton University,Kappa Sigma,,NJ,,
Stockton University,Alpha Phi Delta,,NJ,,
Stockton University,Alpha Epsilon Pi,,NJ,,
Stockton University,Alpha Chi Rho,,NJ,,
Stockton University,Omega Psi Phi,,NJ,,
Stockton University,Phi Beta Sigma,,NJ,,
Stockton University,Alpha Phi Alpha,,NJ,,
Stockton University,Alpha Phi Omega,,NJ,,
Stockton University,Lambda Theta Phi,,NJ,,
Stockton University,Sigma Phi Society,,NJ,,
Stockton University,Tau Delta Phi,,NJ,,
Stony Brook University,Iota Nu Delta,@ind_sbu,NY,instagram.com/ind_sbu,
Stony Brook University,Pi Kappa Phi,@pikappsbu,NY,instagram.com/pikappsbu,
Stony Brook University,Pi Lambda Phi,@pilamsbu,NY,instagram.com/pilamsbu,
Stony Brook University,Tau Kappa Epsilon,@sbutke,NY,instagram.com/sbutke,
Stony Brook University,Phi Beta Sigma,@stonybrook_sigmas,NY,instagram.com/stonybrook_sigmas,
Stony Brook University,Kappa Alpha Psi,,NY,,
Stony Brook University,Kappa Sigma,,NY,,
Stony Brook University,Sigma Beta Rho,,NY,,
Stony Brook University,Sigma Lambda Beta,,NY,,
Stony Brook University,Alpha Phi Alpha,,NY,,
Stony Brook University,Delta Sigma Phi,,NY,,
Stony Brook University,Phi Iota Alpha,,NY,,
Stony Brook University,Alpha Chi Rho,,NY,,
Stony Brook University,Alpha Epsilon Pi,,NY,,
Stony Brook University,Alpha Phi Delta,,NY,,
Stony Brook University,Sigma Alpha Mu,,NY,,
Stony Brook University,Zeta Beta Tau,,NY,,
Suffolk University,Sigma Alpha Epsilon,,MA,,
Susquehanna University,Pi Kappa Phi,,PA,,
Susquehanna University,Theta Chi,,PA,,
Susquehanna University,Tau Kappa Epsilon,,PA,,
Susquehanna University,Phi Mu Delta,,PA,,
Susquehanna University,Phi Beta Sigma,,PA,,
Swarthmore College,Phi Kappa Psi,,PA,,
Swarthmore College,Delta Upsilon,,PA,,
Syracuse University,Alpha Epsilon Pi,@aepi_cityofsyracuse,NY,instagram.com/aepi_cityofsyracuse,
Syracuse University,Delta Kappa Epsilon,@cusedke,NY,instagram.com/cusedke,
Syracuse University,Delta Chi,@deltachi.su,NY,instagram.com/deltachi.su,
Syracuse University,Pi Kappa Alpha,@pike_cuse,NY,instagram.com/pike_cuse,
Syracuse University,Psi Upsilon,@psiu_syracuse,NY,instagram.com/psiu_syracuse,
Syracuse University,Sigma Alpha Epsilon,@sae_syracuse,NY,instagram.com/sae_syracuse,
Syracuse University,Sigma Alpha Mu,@sammycuse,NY,instagram.com/sammycuse,
Syracuse University,Phi Kappa Psi,@suphipsi,NY,instagram.com/suphipsi,
Syracuse University,Alpha Tau Omega,@syracuse_ato,NY,instagram.com/syracuse_ato,
Syracuse University,Delta Tau Delta,@syracuse_delts,NY,instagram.com/syracuse_delts,
Syracuse University,Theta Chi,@thetachisu,NY,instagram.com/thetachisu,
Syracuse University,Zeta Beta Tau,@zbt.cuse,NY,instagram.com/zbt.cuse,
Syracuse University,Lambda Chi Alpha,,NY,,
Syracuse University,Alpha Chi Rho,,NY,,
Syracuse University,Phi Delta Theta,,NY,,
Syracuse University,Delta Upsilon,,NY,,
Syracuse University,Sigma Phi Epsilon,,NY,,
Syracuse University,Phi Gamma Delta - FIJI,,NY,,
Syracuse University,Tau Kappa Epsilon,,NY,,
Syracuse University,Phi Kappa Theta,,NY,,
Syracuse University,Sigma Beta Rho,,NY,,
Syracuse University,Delta Lambda Phi,,NY,,
Syracuse University,Lambda Sigma Upsilon,,NY,,
Syracuse University,Phi Beta Sigma,,NY,,
Syracuse University,Alpha Phi Alpha,,NY,,
Syracuse University,Omega Psi Phi,,NY,,
Syracuse University,Acacia,,NY,,
Syracuse University,Zeta Psi,,NY,,
Syracuse University,Sigma Chi,,NY,,
Talladega College,Alpha Phi Alpha,,AL,,
Talladega College,Omega Psi Phi,,AL,,
Talladega College,Phi Beta Sigma,,AL,,
Tarleton State University,Alpha Gamma Rho,@agr.tsu,TX,instagram.com/agr.tsu,
Tarleton State University,Lambda Chi Alpha,@tarletonlambdachi,TX,instagram.com/tarletonlambdachi,
Tarleton State University,Kappa Delta Rho,,TX,,
Tarleton State University,Delta Chi,,TX,,
Tarleton State University,Farmhouse - FH,,TX,,
Tarleton State University,Phi Kappa Sigma,,TX,,
Tarleton State University,Alpha Phi Alpha,,TX,,
Tarleton State University,Lambda Theta Phi,,TX,,
Tarleton State University,Sigma Chi,,TX,,
Temple University,Alpha Epsilon Pi,@aepi.temple,PA,instagram.com/aepi.temple,
Temple University,Alpha Kappa Lambda,@akl_temple,PA,instagram.com/akl_temple,
Temple University,Alpha Tau Omega,@ato_temple,PA,instagram.com/ato_temple,
Temple University,Kappa Delta Rho,@kdrtemple,PA,instagram.com/kdrtemple,
Temple University,Pi Lambda Phi,@pilamtemple,PA,instagram.com/pilamtemple,
Temple University,Pi Kappa Phi,@templepikapp,PA,instagram.com/templepikapp,
Temple University,Sigma Alpha Mu,,PA,,
Temple University,Phi Kappa Theta,,PA,,
Temple University,Kappa Sigma,,PA,,
Temple University,Tau Kappa Epsilon,,PA,,
Temple University,Sigma Beta Rho,,PA,,
Temple University,Iota Nu Delta,,PA,,
Temple University,Kappa Alpha Psi,,PA,,
Temple University,Alpha Chi Rho,,PA,,
Temple University,Lambda Theta Phi,,PA,,
Temple University,Phi Beta Sigma,,PA,,
Temple University,Alpha Phi Alpha,,PA,,
Temple University,Omega Psi Phi,,PA,,
Tennessee State University,Alpha Phi Alpha,,TN,,
Tennessee State University,Omega Psi Phi,,TN,,
Tennessee State University,Phi Beta Sigma,,TN,,
Tennessee State University,Iota Phi Theta,,TN,,
Tennessee State University,Kappa Alpha Psi,,TN,,
Tennessee Technological University,Pi Kappa Alpha,,TN,,
Tennessee Technological University,Sigma Alpha Epsilon,,TN,,
Tennessee Technological University,Phi Gamma Delta - FIJI,,TN,,
Tennessee Technological University,Phi Delta Theta,,TN,,
Tennessee Technological University,Tau Kappa Epsilon,,TN,,
Tennessee Technological University,Kappa Sigma,,TN,,
Tennessee Technological University,Sigma Phi Epsilon,,TN,,
Tennessee Technological University,Alpha Gamma Sigma,,TN,,
Tennessee Technological University,Kappa Alpha Order,,TN,,
Tennessee Technological University,Pi Kappa Phi,,TN,,
Tennessee Technological University,Sigma Chi,,TN,,
Texas A&M International University,Alpha Psi Lambda,,TX,,
Texas A&M International University,Omega Delta Phi,,TX,,
Texas A&M International University,Sigma Lambda Beta,,TX,,
Texas A&M University College Station,Sigma Alpha Epsilon,,TX,,
Texas A&M University College Station,Pi Kappa Alpha,,TX,,
