College,Fraternity,Instagram Handle,State,Instagram URL,Followers
Drury University,Lambda Chi Alpha,,MO,,
Drury University,Kappa Alpha Order,,MO,,
Drury University,Sigma Nu,,MO,,
Drury University,Sigma Pi,,MO,,
Duke University,Sigma Chi,https://www.instagram.com/dukesigmachi/,NC,https://www.instagram.com/dukesigmachi/,
Duke University,Alpha Tau Omega,@atodurham,NC,instagram.com/atodurham,
Duke University,Pi Kappa Alpha,@duke_pike,NC,instagram.com/duke_pike,
Duke University,Phi Delta Theta,@dukepdt,NC,instagram.com/dukepdt,
Duke University,Sigma Phi Epsilon,@dukesigep,NC,instagram.com/dukesigep,
Duke University,Sigma Nu,@sigmanuduke,NC,instagram.com/sigmanuduke,
Duke University,Kappa Alpha Psi,,NC,,
Duke University,Alpha Epsilon Pi,,NC,,
Duke University,Sigma Alpha Epsilon,,NC,,
Duke University,Pi Kappa Phi,,NC,,
Duke University,Omega Psi Phi,,NC,,
Duke University,Kappa Alpha Order,,NC,,
Duke University,Lambda Phi Epsilon,,NC,,
Duke University,Psi Upsilon,,NC,,
Duke University,Lambda Upsilon Lambda,,NC,,
Duke University,Delta Sigma Phi,,NC,,
Duke University,Chi Psi,,NC,,
Duke University,Alpha Delta Phi,,NC,,
Duke University,Sigma Pi,,NC,,
Duke University,Delta Tau Delta,,NC,,
Duke University,Delta Sigma Iota,,NC,,
Duke University,Phi Beta Sigma,,NC,,
Duke University,Alpha Phi Alpha,,NC,,
Duke University,Delta Kappa Epsilon,,NC,,
Duquesne University,Alpha Delta,@alphadeltaduq,PA,instagram.com/alphadeltaduq,
Duquesne University,Alpha Phi Delta,@apd_duq,PA,instagram.com/apd_duq,
Duquesne University,Phi Beta Sigma,@dukesigmas,PA,instagram.com/dukesigmas,
Duquesne University,Delta Chi,@duquesnedeltachi,PA,instagram.com/duquesnedeltachi,
Duquesne University,Sigma Nu,@sigmanuduq,PA,instagram.com/sigmanuduq,
Duquesne University,Sigma Tau Gamma,,PA,,
Duquesne University,Phi Kappa Theta,,PA,,
Duquesne University,Sigma Alpha Epsilon,,PA,,
Duquesne University,Alpha Tau Omega,,PA,,
Duquesne University,Tau Kappa Epsilon,,PA,,
Duquesne University,Iota Phi Theta,,PA,,
East Carolina University,Sigma Pi,,NC,,
East Carolina University,Pi Lambda Phi,,NC,,
East Carolina University,Kappa Alpha Order,,NC,,
East Carolina University,Phi Gamma Delta,,NC,,
East Carolina University,Theta Chi,,NC,,
East Carolina University,Sigma Nu,,NC,,
East Carolina University,Alpha Sigma Phi,,NC,,
East Carolina University,Chi Phi,,NC,,
East Carolina University,Sigma Tau Gamma,,NC,,
East Carolina University,Beta Theta Pi,,NC,,
East Carolina University,Delta Sigma Phi,,NC,,
East Carolina University,Pi Kappa Alpha,,NC,,
East Carolina University,Alpha Tau Omega,,NC,,
East Carolina University,Kappa Sigma,,NC,,
East Carolina University,Phi Kappa Psi,,NC,,
East Carolina University,Delta Chi,,NC,,
East Carolina University,Lambda Chi Alpha,,NC,,
East Carolina University,Phi Kappa Tau,,NC,,
East Carolina University,Pi Kappa Phi,,NC,,
East Carolina University,Sigma Alpha Epsilon,,NC,,
East Carolina University,Sigma Phi Epsilon,,NC,,
East Carolina University,Tau Kappa Epsilon,,NC,,
East Central University,Pi Kappa Alpha,,OK,,
East Central University,Sigma Tau Gamma,,OK,,
East Central University,Phi Kappa Tau,,OK,,
East Stroudsburg University,Delta Chi,,PA,,
East Stroudsburg University,Theta Chi,,PA,,
East Stroudsburg University,Phi Sigma Kappa,,PA,,
East Stroudsburg University,Kappa Delta Rho,,PA,,
East Stroudsburg University,Sigma Pi,,PA,,
East Stroudsburg University,Zeta Beta Tau,,PA,,
East Tennessee State University,Sigma Chi,https://www.instagram.com/sigmachietsu/?hl=en,TN,https://www.instagram.com/sigmachietsu/?hl=en,
East Tennessee State University,Sigma Alpha Epsilon,,TN,,
East Tennessee State University,Beta Upsilon Chi,,TN,,
East Tennessee State University,Alpha Sigma Phi,,TN,,
East Tennessee State University,Sigma Phi Epsilon,,TN,,
East Tennessee State University,Kappa Sigma,,TN,,
East Tennessee State University,Lambda Chi Alpha,,TN,,
East Tennessee State University,Pi Kappa Alpha,,TN,,
East Tennessee State University,Sigma Nu,,TN,,
Eastern Illinois University,Sigma Chi,https://www.instagram.com/sigmachi_eiu/?hl=en,IL,https://www.instagram.com/sigmachi_eiu/?hl=en,
Eastern Illinois University,Sigma Phi Epsilon,@sigep_ilnu,IL,instagram.com/sigep_ilnu,
Eastern Illinois University,Lambda Chi Alpha,,IL,,
Eastern Illinois University,Pi Kappa Alpha,,IL,,
Eastern Illinois University,Sigma Alpha Epsilon,,IL,,
Eastern Illinois University,Sigma Nu,,IL,,
Eastern Illinois University,Phi Kappa Theta,,IL,,
Eastern Illinois University,Sigma Pi,,IL,,
Eastern Illinois University,Alpha Phi Alpha,,IL,,
Eastern Illinois University,Delta Tau Delta,,IL,,
Eastern Illinois University,Kappa Alpha Psi,,IL,,
Eastern Illinois University,Beta Theta Pi,,IL,,
Eastern Illinois University,Alpha Tau Omega,,IL,,
Eastern Illinois University,Delta Sigma Phi,,IL,,
Eastern Illinois University,Phi Beta Sigma,,IL,,
Eastern Kentucky University,Sigma Chi,https://www.instagram.com/eku_sigmachi/?hl=en,KY,https://www.instagram.com/eku_sigmachi/?hl=en,
Eastern Kentucky University,Pi Kappa Alpha,@ekupikes,KY,instagram.com/ekupikes,
Eastern Kentucky University,Lambda Chi Alpha,@lambdachi_eku,KY,instagram.com/lambdachi_eku,
Eastern Kentucky University,Sigma Alpha Epsilon,@saekentucky,KY,instagram.com/saekentucky,
Eastern Kentucky University,Sigma Pi,,KY,,
Eastern Kentucky University,Kappa Sigma,,KY,,
Eastern Kentucky University,Alpha Tau Omega,,KY,,
Eastern Kentucky University,Kappa Alpha Order,,KY,,
Eastern Kentucky University,Theta Chi,,KY,,
Eastern Kentucky University,Sigma Nu,,KY,,
Eastern Kentucky University,Phi Delta Theta,,KY,,
Eastern Kentucky University,Beta Theta Pi,,KY,,
Eastern Kentucky University,Tau Kappa Epsilon,,KY,,
Eastern Kentucky University,Phi Kappa Tau,,KY,,
Eastern Kentucky University,Phi Beta Sigma,,KY,,
Eastern Kentucky University,Iota Phi Theta,,KY,,
Eastern Michigan University,Phi Sigma Phi,https://www.instagram.com/phisigmaphiemu/,MI,https://www.instagram.com/phisigmaphiemu/,
Eastern Michigan University,Kappa Alpha Psi,@dnu_nupes,MI,instagram.com/dnu_nupes,
Eastern Michigan University,Omega Psi Phi,,MI,,
Eastern Michigan University,Alpha Sigma Phi,,MI,,
Eastern Michigan University,Theta Chi,,MI,,
Eastern Michigan University,Delta Tau Delta,,MI,,
Eastern Michigan University,Delta Sigma Phi,,MI,,
Eastern Michigan University,Tau Kappa Epsilon,,MI,,
Eastern Michigan University,Phi Beta Sigma,,MI,,
Eastern Michigan University,Phi Sigma Kappa,,MI,,
Eastern Michigan University,Alpha Phi Alpha,,MI,,
Eastern Michigan University,Iota Phi Theta,,MI,,
Eastern Michigan University,Sigma Nu,,MI,,
Eastern Michigan University,Alpha Kappa Lambda,,MI,,
Eastern New Mexico University,Kappa Sigma,https://www.instagram.com/thetazeta/,NM,https://www.instagram.com/thetazeta/,
Eastern New Mexico University,Sigma Chi,,NM,,
Eastern Washington University,Delta Chi,@deltachi_ewu,WA,instagram.com/deltachi_ewu,
Eastern Washington University,Kappa Alpha Psi,@kappapi_nupes,WA,instagram.com/kappapi_nupes,
Eastern Washington University,Kappa Sigma,@kappasigmaewu,WA,instagram.com/kappasigmaewu,
Eastern Washington University,Pi Lambda Phi,@pilam_ewu,WA,instagram.com/pilam_ewu,
Eastern Washington University,Iota Phi Theta,,WA,,
Eastern Washington University,Phi Delta Theta,,WA,,
Eastern Washington University,Sigma Phi Epsilon,,WA,,
Eastern Washington University,Sigma Nu,,WA,,
Eastern Washington University,Beta Theta Pi,,WA,,
Eastern Washington University,Sigma Lambda Beta,,WA,,
Eastern Washington University,Alpha Phi Alpha,,WA,,
Eastern Washington University,Omega Psi Phi,,WA,,
Eastern Washington University,Phi Beta Sigma,,WA,,
Edinboro University,Lambda Chi Alpha,@lca_eup,PA,instagram.com/lca_eup,
Edinboro University,Theta Xi,,PA,,
Edinboro University,Kappa Delta Rho,,PA,,
Edinboro University,Phi Kappa Psi,,PA,,
Edinboro University,Tau Kappa Epsilon,,PA,,
Edinboro University,Alpha Kappa Lambda,,PA,,
Edinboro University,Kappa Alpha Psi,,PA,,
Edinboro University,Theta Chi,,PA,,
Edinboro University,Alpha Phi Alpha,,PA,,
Edinboro University,Omega Psi Phi,,PA,,
Edinboro University,Phi Beta Sigma,,PA,,
Elizabeth City State University,Kappa Alpha Psi,@zenupes1970,NC,instagram.com/zenupes1970,
Elizabeth City State University,Alpha Phi Alpha,,NC,,
Elizabeth City State University,Phi Beta Sigma,,NC,,
Elizabeth City State University,Iota Phi Theta,,NC,,
Elizabeth City State University,Omega Psi Phi,,NC,,
Elmhurst College,Lambda Chi Alpha,,IL,,
Elmhurst College,Alpha Sigma Phi,,IL,,
Elmhurst College,Alpha Tau Omega,,IL,,
Elon University,Lambda Chi Alpha,https://www.instagram.com/lambdagramdeltapi/,NC,https://www.instagram.com/lambdagramdeltapi/,
Elon University,Sigma Phi Epsilon,https://www.instagram.com/sigep.elon/,NC,https://www.instagram.com/sigep.elon/,
Elon University,Sigma Chi,https://www.instagram.com/sigmachielon/?hl=en,NC,https://www.instagram.com/sigmachielon/?hl=en,
Elon University,Zeta Beta Tau,https://www.instagram.com/zbtelon/,NC,https://www.instagram.com/zbtelon/,
Elon University,Delta Upsilon,@deltaupsilonelon,NC,instagram.com/deltaupsilonelon,
Elon University,Alpha Epsilon Pi,@elonaepi,NC,instagram.com/elonaepi,
Elon University,Pi Kappa Phi,@elonpikapp,NC,instagram.com/elonpikapp,
Elon University,Sigma Pi,@sigmapielon,NC,instagram.com/sigmapielon,
Elon University,Beta Theta Pi,,NC,,
Elon University,Kappa Alpha Order,,NC,,
Elon University,Kappa Sigma,,NC,,
Elon University,Alpha Phi Alpha,,NC,,
Elon University,Phi Beta Sigma,,NC,,
Elon University,Omega Psi Phi,,NC,,
Elon University,Kappa Alpha Psi,,NC,,
Elon University,Delta Chi Xi,,NC,,
Embry-Riddle Aeronautical University,Pi Kappa Alpha,https://www.instagram.com/eraupikes/,FL,https://www.instagram.com/eraupikes/,
Embry-Riddle Aeronautical University,Sigma Chi,https://www.instagram.com/sigmachierau/?hl=en,FL,https://www.instagram.com/sigmachierau/?hl=en,
Embry-Riddle Aeronautical University,Phi Gamma Delta,@eaglefiji,FL,instagram.com/eaglefiji,
Embry-Riddle Aeronautical University,Delta Chi,@eraudeltachi,FL,instagram.com/eraudeltachi,
Embry-Riddle Aeronautical University,Phi Delta Theta,,FL,,
Embry-Riddle Aeronautical University,Lambda Chi Alpha,,FL,,
Embry-Riddle Aeronautical University,Delta Upsilon,,FL,,
Embry-Riddle Aeronautical University,Sigma Alpha Epsilon,,FL,,
Embry-Riddle Aeronautical University,Sigma Beta Rho,,FL,,
Embry-Riddle Aeronautical University,Sigma Pi,,FL,,
Embry-Riddle Aeronautical University Prescott,Sigma Chi,,AZ,,
Embry-Riddle Aeronautical University Prescott,Pi Kappa Phi,,AZ,,
Embry-Riddle Aeronautical University Prescott,Sigma Alpha Epsilon,,AZ,,
Embry-Riddle Aeronautical University Prescott,Theta Xi,,AZ,,
Embry-Riddle Aeronautical University Prescott,Lambda Chi Alpha,,AZ,,
Embry-Riddle Aeronautical University Prescott,Sigma Tau Gamma,,AZ,,
Emerson College,Sigma Alpha Epsilon,,MA,,
Emory University,Beta Theta Pi,https://www.instagram.com/emory.beta/,GA,https://www.instagram.com/emory.beta/,
Emory University,Sigma Alpha Epsilon,https://www.instagram.com/emorysae/,GA,https://www.instagram.com/emorysae/,
Emory University,Sigma Chi,https://www.instagram.com/sigmachiemory/?hl=en,GA,https://www.instagram.com/sigmachiemory/?hl=en,
Emory University,Zeta Beta Tau,https://www.instagram.com/zbtemory/,GA,https://www.instagram.com/zbtemory/,
Emory University,Alpha Epsilon Pi,@aepiemory,GA,instagram.com/aepiemory,
Emory University,Alpha Tau Omega,@emoryato,GA,instagram.com/emoryato,
Emory University,Delta Tau Delta,@emorydelts,GA,instagram.com/emorydelts,
Emory University,Kappa Sigma,@emorykapsig,GA,instagram.com/emorykapsig,
Emory University,Phi Delta Theta,@emoryphidelt,GA,instagram.com/emoryphidelt,
Emory University,Sigma Phi Epsilon,@emorysigep,GA,instagram.com/emorysigep,
Emory University,Kappa Alpha Order,@kappaalphaemory,GA,instagram.com/kappaalphaemory,
Emory University,Sigma Alpha Mu,@sammyemory,GA,instagram.com/sammyemory,
Emory University,Xi Kappa,@xkemory,GA,instagram.com/xkemory,
Emory University,Chi Phi,,GA,,
Emory University,Sigma Nu,,GA,,
Emory University,Pi Kappa Alpha,,GA,,
Emporia State University,Phi Delta Theta,@ESUPhiDelt,KS,instagram.com/ESUPhiDelt,
Emporia State University,Sigma Phi Epsilon,@sigepesu,KS,instagram.com/sigepesu,
Emporia State University,Sigma Tau Gamma,@sigtauesu,KS,instagram.com/sigtauesu,
Emporia State University,Alpha Kappa Lambda,,KS,,
Emporia State University,Sigma Pi,,KS,,
Emporia State University,Phi Sigma Kappa,,KS,,
Emporia State University,Kappa Sigma,,KS,,
Eureka College,Delta Sigma Phi,,IL,,
Eureka College,Tau Kappa Epsilon,,IL,,
Eureka College,Lambda Chi Alpha,,IL,,
Fairleigh Dickinson University,Sigma Chi,https://www.instagram.com/sigmachi_fdu/?hl=en,NJ,https://www.instagram.com/sigmachi_fdu/?hl=en,
Fairleigh Dickinson University,Phi Sigma Kappa,https://www.instagram.com/psk_fdu/,NJ,https://www.instagram.com/psk_fdu/,
Fairleigh Dickinson University,Alpha Kappa Lambda,,NJ,,
Fairleigh Dickinson University,Zeta Beta Tau,https://www.instagram.com/zbt_fdu/?hl=en,NJ,https://www.instagram.com/zbt_fdu/?hl=en,
Fairleigh Dickinson University,Tau Kappa Epsilon,https://www.instagram.com/tke_tau_theta/?hl=en,NJ,https://www.instagram.com/tke_tau_theta/?hl=en,
Fairleigh Dickinson University,Lambda Theta Phi,,NJ,,
Fairleigh Dickinson University,Iota Phi Theta,,NJ,,
Fairleigh Dickinson University College at Florham,Sigma Chi,https://www.instagram.com/sigmachi_fdu/?hl=en,NJ,https://www.instagram.com/sigmachi_fdu/?hl=en,
Fairleigh Dickinson University College at Florham,Tau Kappa Epsilon,@tke_tau_theta,NJ,instagram.com/tke_tau_theta,
Fairleigh Dickinson University College at Florham,Phi Sigma Kappa,,NJ,,
Fairleigh Dickinson University College at Florham,Alpha Kappa Lambda,,NJ,,
Fairleigh Dickinson University College at Florham,Zeta Beta Tau,,NJ,,
Fairleigh Dickinson University College at Florham,Lambda Theta Phi,,NJ,,
Fairleigh Dickinson University College at Florham,Iota Phi Theta,,NJ,,
Fairleigh Dickinson University Metropolitan,Omega Psi Phi,,NJ,,
Fairleigh Dickinson University Metropolitan,Alpha Phi Alpha,,NJ,,
Fairleigh Dickinson University Metropolitan,Lambda Theta Phi,,NJ,,
Fairleigh Dickinson University Metropolitan,Zeta Beta Tau,,NJ,,
Fairleigh Dickinson University Metropolitan,Sigma Pi,,NJ,,
Fairleigh Dickinson University Metropolitan,Sigma Lambda Beta,,NJ,,
Fairleigh Dickinson University Metropolitan,Iota Phi Theta,,NJ,,
Fairleigh Dickinson University Metropolitan,Alpha Chi Rho,,NJ,,
Fairleigh Dickinson University Metropolitan,Kappa Sigma,,NJ,,
Fairleigh Dickinson University Metropolitan,Phi Beta Sigma,,NJ,,
Farmingdale State College,Alpha Phi Delta,@apd_fsc,NY,instagram.com/apd_fsc,
Farmingdale State College,Kappa Sigma,@kappasigmafsc,NY,instagram.com/kappasigmafsc,
Farmingdale State College,Tau Kappa Epsilon,,NY,,
Farmingdale State College,Phi Iota Alpha,,NY,,
Fayetteville State University,Omega Psi Phi,,NC,,
Fayetteville State University,Phi Beta Sigma,,NC,,
Fayetteville State University,Iota Phi Theta,,NC,,
Fayetteville State University,Alpha Phi Alpha,,NC,,
Fayetteville State University,Kappa Alpha Psi,,NC,,
Ferris State University,Pi Kappa Alpha,https://www.instagram.com/ferrispikes/,MI,https://www.instagram.com/ferrispikes/,
Ferris State University,Sigma Pi,@ferrissigmapi,MI,instagram.com/ferrissigmapi,
Ferris State University,Sigma Alpha Epsilon,,MI,,
Ferris State University,Lambda Chi Alpha,,MI,,
Ferris State University,Phi Sigma Kappa,,MI,,
Ferris State University,Phi Delta Psi,,MI,,
Ferris State University,Kappa Alpha Psi,,MI,,
Ferris State University,Phi Beta Sigma,,MI,,
Ferris State University,Pi Lambda Phi,,MI,,
Ferris State University,Alpha Chi Rho,,MI,,
Ferris State University,Delta Chi,,MI,,
Ferris State University,Sigma Phi Epsilon,,MI,,
Ferris State University,Alpha Phi Alpha,,MI,,
Ferris State University,Omega Psi Phi,,MI,,
Ferrum College,Delta Chi,,VA,,
Fisk University,Alpha Phi Alpha,,TN,,
Fisk University,Omega Psi Phi,,TN,,
Fisk University,Phi Beta Sigma,,TN,,
Fitchburg State College,Sigma Tau Gamma,,MA,,
Fitchburg State College,Sigma Pi,,MA,,
Florida A&M University,Kappa Alpha Psi,,FL,,
Florida A&M University,Alpha Phi Alpha,,FL,,
Florida A&M University,Iota Phi Theta,,FL,,
Florida A&M University,Omega Psi Phi,,FL,,
Florida A&M University,Phi Beta Sigma,,FL,,
Florida Atlantic University,Delta Tau Delta,https://www.instagram.com/faudelts/,FL,https://www.instagram.com/faudelts/,
Florida Atlantic University,Sigma Chi,https://www.instagram.com/fausigs/?hl=en,FL,https://www.instagram.com/fausigs/?hl=en,
Florida Atlantic University,Phi Delta Theta,https://www.instagram.com/phidelt_fau/,FL,https://www.instagram.com/phidelt_fau/,
Florida Atlantic University,Pi Kappa Phi,https://www.instagram.com/pikappfau/,FL,https://www.instagram.com/pikappfau/,
Florida Atlantic University,Alpha Epsilon Pi,,FL,,
Florida Atlantic University,Kappa Sigma,,FL,,
Florida Atlantic University,Pi Kappa Alpha,,FL,,
Florida Atlantic University,Alpha Phi Alpha,,FL,,
Florida Atlantic University,Phi Beta Sigma,,FL,,
Florida Atlantic University,Sigma Phi Epsilon,,FL,,
Florida Atlantic University,Triangle,,FL,,
Florida Atlantic University,Beta Chi Theta,,FL,,
Florida Atlantic University,Kappa Alpha Psi,,FL,,
Florida Atlantic University,Sigma Nu,,FL,,
Florida Atlantic University,Lambda Theta Phi,,FL,,
Florida Atlantic University,Omega Psi Phi,,FL,,
Florida Atlantic University,Sigma Alpha Mu,,FL,,
Florida Atlantic University,Alpha Tau Omega,,FL,,
Florida Gulf Coast University,Sigma Chi,https://www.instagram.com/fgcusigmachi/?hl=en,FL,https://www.instagram.com/fgcusigmachi/?hl=en,
Florida Gulf Coast University,Phi Delta Theta,https://www.instagram.com/phideltfgcu/,FL,https://www.instagram.com/phideltfgcu/,
Florida Gulf Coast University,Pi Kappa Phi,,FL,,
Florida Gulf Coast University,Kappa Sigma,,FL,,
Florida Gulf Coast University,Beta Theta Pi,,FL,,
Florida Gulf Coast University,Sigma Phi Epsilon,,FL,,
Florida Gulf Coast University,Alpha Tau Omega,,FL,,
Florida Gulf Coast University,Kappa Alpha Order,,FL,,
Florida Gulf Coast University,Sigma Lambda Beta,,FL,,
Florida Gulf Coast University,Pi Kappa Alpha,,FL,,
Florida Gulf Coast University,Alpha Epsilon Pi,,FL,,
Florida Gulf Coast University,Lambda Chi Alpha,,FL,,
Florida Institute of Technology,Chi Phi,,FL,,
Florida Institute of Technology,Pi Kappa Alpha,,FL,,
Florida Institute of Technology,Tau Kappa Epsilon,,FL,,
Florida Institute of Technology,Pi Lambda Phi,,FL,,
Florida Institute of Technology,Alpha Tau Omega,,FL,,
Florida Institute of Technology,Delta Tau Delta,,FL,,
Florida Institute of Technology,Lambda Chi Alpha,,FL,,
Florida Institute of Technology,Sigma Tau Gamma,,FL,,
Florida International University,Sigma Phi Epsilon,https://www.instagram.com/fiusigep/,FL,https://www.instagram.com/fiusigep/,
Florida International University,Sigma Chi,https://www.instagram.com/fiusigmachi/?hl=en,FL,https://www.instagram.com/fiusigmachi/?hl=en,
Florida International University,Phi Delta Theta,https://www.instagram.com/phideltfiu/,FL,https://www.instagram.com/phideltfiu/,
Florida International University,Pi Kappa Phi,https://www.instagram.com/pikappfiu/,FL,https://www.instagram.com/pikappfiu/,
Florida International University,Sigma Alpha Mu,,FL,,
Florida International University,Phi Gamma Delta,,FL,,
Florida International University,Theta Chi,,FL,,
Florida International University,Beta Theta Pi,,FL,,
Florida International University,Kappa Sigma,,FL,,
Florida International University,Alpha Phi Alpha,,FL,,
Florida International University,Tau Kappa Epsilon,,FL,,
Florida International University,Zeta Beta Tau,,FL,,
Florida International University,Delta Sigma Phi,,FL,,
Florida International University,Lambda Chi Alpha,,FL,,
Florida International University,Sigma Beta Rho,,FL,,
Florida International University,Pi Kappa Alpha,,FL,,
Florida International University,Delta Lambda Phi,,FL,,
Florida International University,Phi Sigma Kappa,,FL,,
Florida International University,Kappa Alpha Psi,,FL,,
Florida International University,Phi Beta Sigma,,FL,,
Florida International University,Delta Upsilon,,FL,,
Florida International University,Lambda Theta Phi,,FL,,
Florida Memorial University,Phi Beta Sigma,,FL,,
Florida Memorial University,Iota Phi Theta,,FL,,
Florida Memorial University,Kappa Alpha Psi,,FL,,
Florida Memorial University,Alpha Phi Alpha,,FL,,
Florida Memorial University,Lambda Sigma Upsilon,,FL,,
Florida Memorial University,Omega Psi Phi,,FL,,
Florida Southern College,Sigma Chi,https://www.instagram.com/sigmachi_fsc/?hl=en,FL,https://www.instagram.com/sigmachi_fsc/?hl=en,
Florida Southern College,Sigma Alpha Epsilon,,FL,,
Florida Southern College,Theta Chi,,FL,,
Florida Southern College,Pi Kappa Phi,,FL,,
Florida Southern College,Lambda Chi Alpha,,FL,,
Florida Southern College,Alpha Gamma Rho,,FL,,
Florida Southern College,Pi Kappa Alpha,,FL,,
Florida Southern College,Sigma Phi Epsilon,,FL,,
Florida State University,Beta Theta Pi,https://www.instagram.com/fsubeta/,FL,https://www.instagram.com/fsubeta/,
Florida State University,Lambda Chi Alpha,https://www.instagram.com/fsulambdachi/,FL,https://www.instagram.com/fsulambdachi/,
Florida State University,Pi Kappa Alpha,https://www.instagram.com/fsupikes/,FL,https://www.instagram.com/fsupikes/,
Florida State University,Sigma Alpha Epsilon,https://www.instagram.com/fsusae/,FL,https://www.instagram.com/fsusae/,
Florida State University,Sigma Chi,https://www.instagram.com/fsusigmachi/?hl=en,FL,https://www.instagram.com/fsusigmachi/?hl=en,
Florida State University,Zeta Beta Tau,https://www.instagram.com/fsuzbt/,FL,https://www.instagram.com/fsuzbt/,
Florida State University,Phi Iota Alpha,,FL,,
Florida State University,Alpha Delta Phi,,FL,,
Florida State University,Phi Gamma Delta,,FL,,
Florida State University,Chi Phi,,FL,,
Florida State University,Kappa Alpha Order,,FL,,
Florida State University,Pi Lambda Phi,,FL,,
Florida State University,Delta Chi,,FL,,
Florida State University,Delta Tau Delta,,FL,,
Florida State University,Theta Chi,,FL,,
Florida State University,Phi Kappa Tau,,FL,,
Florida State University,Kappa Sigma,,FL,,
Florida State University,Tau Epsilon Phi,,FL,,
Florida State University,Phi Kappa Psi,,FL,,
Florida State University,Phi Sigma Kappa,,FL,,
Florida State University,Alpha Tau Omega,,FL,,
Florida State University,Phi Delta Theta,,FL,,
Florida State University,Sigma Pi,,FL,,
Florida State University,Pi Kappa Phi,,FL,,
Florida State University,Alpha Epsilon Pi,,FL,,
Florida State University,Sigma Phi Epsilon,,FL,,
Florida State University,Phi Beta Sigma,,FL,,
Florida State University,Tau Kappa Epsilon,,FL,,
Florida State University,Kappa Alpha Psi,,FL,,
Florida State University,Sigma Beta Rho,,FL,,
Florida State University,Sigma Nu,,FL,,
Florida State University,Sigma Lambda Beta,,FL,,
Florida State University,Iota Phi Theta,,FL,,
Fort Hays State University,Sigma Chi,https://www.instagram.com/sigma_chi_fhsu/?hl=en,KS,https://www.instagram.com/sigma_chi_fhsu/?hl=en,
Fort Hays State University,Sigma Phi Epsilon,,KS,,
Fort Hays State University,Alpha Gamma Rho,,KS,,
Fort Hays State University,Sigma Alpha Epsilon,,KS,,
Fort Hays State University,Tau Kappa Epsilon,,KS,,
Francis Marion University,Tau Kappa Epsilon,,SC,,
Francis Marion University,Kappa Alpha Order,,SC,,
Francis Marion University,Alpha Tau Omega,,SC,,
Franklin & Marshall College,Phi Kappa Psi,,PA,,
Franklin & Marshall College,Chi Phi,,PA,,
Franklin & Marshall College,Phi Kappa Sigma,,PA,,
Franklin & Marshall College,Phi Kappa Tau,,PA,,
Franklin & Marshall College,Kappa Sigma,,PA,,
Franklin & Marshall College,Delta Sigma Phi,,PA,,
Franklin & Marshall College,Sigma Pi,,PA,,
Franklin College,Kappa Delta Rho,,IN,,
Franklin College,Tau Kappa Epsilon,,IN,,
Franklin College,Phi Delta Theta,,IN,,
Franklin College,Sigma Alpha Epsilon,,IN,,
Franklin College,Lambda Chi Alpha,,IN,,
Frostburg State University,Pi Lambda Phi,,MD,,
Frostburg State University,Phi Mu Delta,,MD,,
Frostburg State University,Sigma Tau Gamma,,MD,,
Frostburg State University,Alpha Phi Alpha,,MD,,
Frostburg State University,Sigma Alpha Epsilon,,MD,,
Frostburg State University,Phi Beta Sigma,,MD,,
Frostburg State University,Tau Kappa Epsilon,,MD,,
Frostburg State University,Iota Phi Theta,,MD,,
Frostburg State University,Delta Chi,,MD,,
Furman University,Sigma Chi,https://www.instagram.com/furmansigmachi/?hl=en,SC,https://www.instagram.com/furmansigmachi/?hl=en,
Furman University,Sigma Nu,,SC,,
Furman University,Pi Kappa Phi,,SC,,
Furman University,Kappa Sigma,,SC,,
Furman University,Kappa Alpha Order,,SC,,
Furman University,Beta Theta Pi,,SC,,
Furman University,Tau Kappa Epsilon,,SC,,
Furman University,Kappa Alpha Psi,,SC,,
Furman University,Sigma Alpha Epsilon,,SC,,
Gallaudet University,Kappa Sigma,,DC,,
Gallaudet University,Delta Sigma Phi,,DC,,
Gannon University,Tau Kappa Epsilon,,PA,,
Gannon University,Delta Kappa Epsilon,,PA,,
Gannon University,Delta Sigma Phi,,PA,,
Gannon University,Pi Kappa Alpha,,PA,,
Gannon University,Zeta Beta Tau,,PA,,
Gannon University,Alpha Phi Delta,,PA,,
Gannon University,Delta Chi,,PA,,
George Mason University,Sigma Chi,https://www.instagram.com/sigmachigmu/?hl=en,VA,https://www.instagram.com/sigmachigmu/?hl=en,
George Mason University,Alpha Phi Omega,@apogmu,VA,instagram.com/apogmu,
George Mason University,Delta Chi,@dxgmu,VA,instagram.com/dxgmu,
George Mason University,Tau Kappa Epsilon,@gmu_tke,VA,instagram.com/gmu_tke,
George Mason University,Alpha Sigma Phi,@gmuasig,VA,instagram.com/gmuasig,
George Mason University,Beta Theta Pi,@gmubeta,VA,instagram.com/gmubeta,
George Mason University,Phi Sigma Kappa,@gmuphisig,VA,instagram.com/gmuphisig,
George Mason University,Pi Kappa Alpha,@gmupikes,VA,instagram.com/gmupikes,
George Mason University,Theta Chi,@gmuthetachi,VA,instagram.com/gmuthetachi,
George Mason University,Alpha Phi Alpha,@iotaalpha1906,VA,instagram.com/iotaalpha1906,
George Mason University,Kappa Sigma,@kappasigmagmu,VA,instagram.com/kappasigmagmu,
George Mason University,Kappa Alpha Order,,VA,,
George Mason University,Pi Kappa Phi,,VA,,
George Mason University,Phi Kappa Sigma,,VA,,
George Mason University,Chi Psi,,VA,,
George Mason University,Alpha Epsilon Pi,,VA,,
George Mason University,Alpha Chi Rho,,VA,,
